"date1","Reported_PrecipSum","Precip_MaxHourly_inState","Precip_Sum_Calc"
2012-12-11,0.0111111111111111,0.05,0.0161766651104886
2012-12-12,0,0,0
2012-12-13,0,0,0
2012-12-14,0,0,0
2012-12-15,0,0,0
2012-12-16,0.061,0.09,0.060536537049695
2012-12-17,0.228,0.17,0.22685322933001
2012-12-18,0.54,0.39,0.473516984185405
2012-12-19,0,0.01,0.000769230769230769
2012-12-20,0.0433333333333333,0.1,0.0345238095238095
2012-12-21,0.754,0.63,0.574653405685727
2012-12-22,0.001,0.16,0.0319896800825593
2012-12-23,0,0,0
2012-12-24,0.03,0.01,5e-04
2012-12-25,0.029,0.28,0.0615795335525515
2012-12-26,0.261,0.14,0.0659975562072336
2012-12-27,0.366,0.79,0.430808543885782
2012-12-28,0,0,0
2012-12-29,0.251,0.25,0.0390415147606823
2012-12-30,0.00333333333333333,0.09,0.0207390648567119
2012-12-31,0,0,0
2013-01-01,0,0,0
2013-01-02,0,0,0
2013-01-03,0,0,0
2013-01-04,0,0,0
2013-01-05,0,0,0
2013-01-06,0.002,0,0
2013-01-07,0,0,0
2013-01-08,0,0,0
2013-01-09,0,0,0
2013-01-10,0,0,0
2013-01-11,0.185,0.14,0.156061620447823
2013-01-12,0.043,0.04,0.0244949938949939
2013-01-13,0.001,0.01,0.000434782608695652
2013-01-14,0.019,0.06,0.0299117618945205
2013-01-15,0.0533333333333333,0.25,0.109164404223228
2013-01-16,0.337,1.01,0.111233145416077
2013-01-17,0,0.01,0.00167619047619048
2013-01-18,0,0,0
2013-01-19,0,0.01,0.000769230769230769
2013-01-20,0,0,0
2013-01-21,0.004,0,0
2013-01-22,0,0,0
2013-01-23,0,0,0
2013-01-24,0,0,0
2013-01-25,0.007,0,0
2013-01-26,0,0,0
2013-01-27,0,0,0
2013-01-28,0.0936363636363636,0.07,0.0258781072597342
2013-01-29,0.01,0.02,0.00640377689942907
2013-01-30,0.03,0.03,0.0161174034831324
2013-01-31,0.25,0.82,0.559545867960729
2013-02-01,0,0,0
2013-02-02,0.002,0,0
2013-02-03,0.00222222222222222,0,0
2013-02-04,0,0,0
2013-02-05,0.005,0,0
2013-02-06,0.002,0,0
2013-02-07,0,0,0
2013-02-08,0.75,0.18,0.00580645161290323
2013-02-09,0.254444444444444,0,0
2013-02-10,0,0,0
2013-02-11,0.254,0.3,0.208212470138557
2013-02-12,0,0,0
2013-02-13,0.00444444444444444,0,0
2013-02-14,0.01,0,0
2013-02-15,0,0,0
2013-02-16,0.0254545454545455,0.11,0.0124132783882784
2013-02-17,0,0,0
2013-02-18,0,0,0
2013-02-19,0.155,0.1,0.132094185289123
2013-02-20,0,0,0
2013-02-21,0,0,0
2013-02-22,0,0,0
2013-02-23,0.115,0.13,0.118833499849506
2013-02-24,0.034,0.1,0.0642868188839921
2013-02-25,0,0,0
2013-02-26,0.06,0.11,0.0550793650793651
2013-02-27,0.926,0.51,1.03172644733426
2013-02-28,0.00388888888888889,0.02,0.00631313947952318
2013-03-01,0,0,0
2013-03-02,0,0,0
2013-03-03,0,0,0
2013-03-04,0,0,0
2013-03-05,0,0,0
2013-03-06,0.002,0.05,0.013390639589169
2013-03-07,0.074,2.69,0.325971165840411
2013-03-08,0.277,0.47,0.0502197204968944
2013-03-09,0,0,0
2013-03-10,0,0,0
2013-03-11,0,0,0
2013-03-12,0.757,0.51,0.54691411115766
2013-03-13,0,0,0
2013-03-14,0,0,0
2013-03-15,0,0,0
2013-03-16,0.004,0,0
2013-03-17,0,0,0
2013-03-18,0.1325,0.68,0.0324822190611664
2013-03-19,0.247,0.43,0.182195844171931
2013-03-20,0,0,0
2013-03-21,0.002,0.02,0.001875
2013-03-22,0,0,0
2013-03-23,0,0,0
2013-03-24,0,0,0
2013-03-25,0,0.1,0.0124166666666667
2013-03-26,0,0,0
2013-03-27,0,0,0
2013-03-28,0,0.01,0.000769230769230769
2013-03-29,0,0,0
2013-03-30,0,0,0
2013-03-31,0.0617647058823529,0.17,0.107142968142968
2013-04-01,0.048,0.16,0.0669891755250194
2013-04-02,0,0,0
2013-04-03,0,0,0
2013-04-04,0,0,0
2013-04-05,0,0,0
2013-04-06,0,0,0
2013-04-07,0,0,0
2013-04-08,0,0,0
2013-04-09,0.007,0.02,0.00672880116959064
2013-04-10,0.223,0.28,0.304337025719379
2013-04-11,0.001,0.01,0.00105263157894737
2013-04-12,0.335,0.31,0.291279116859062
2013-04-13,0.0322222222222222,0.04,0.0220092879256966
2013-04-14,0.00125,0.01,0.000769230769230769
2013-04-15,0,0,0
2013-04-16,0.01,0.02,0.00452380952380952
2013-04-17,0.00333333333333333,0.01,0.000625
2013-04-18,0,0.07,0.00583333333333333
2013-04-19,0.061,0.22,0.0515776397515528
2013-04-20,0.244,0.19,0.20303443772766
2013-04-21,0,0,0
2013-04-22,0,0,0
2013-04-23,0.013,0.13,0.0169166666666667
2013-04-24,0,0,0
2013-04-25,0.0144444444444444,0.04,0.0175522138680033
2013-04-26,0,0,0
2013-04-27,0,0,0
2013-04-28,0,0,0
2013-04-29,0.00125,0.01,0.000833333333333333
2013-04-30,0,0,0
2013-05-01,0,0,0
2013-05-02,0,0,0
2013-05-03,0,0,0
2013-05-04,0,0,0
2013-05-05,0,0,0
2013-05-06,0,0,0
2013-05-07,0,0,0
2013-05-08,0.299,0.48,0.307127096652763
2013-05-09,0.154,0.35,0.174719567181711
2013-05-10,0.00222222222222222,0.01,0.00108333333333333
2013-05-11,0.252,0.27,0.212321186768168
2013-05-12,0.03,0.07,0.0297489035087719
2013-05-13,0,0,0
2013-05-14,0,0,0
2013-05-15,0.017,0.04,0.0157738095238095
2013-05-16,0,0.01,0.00117647058823529
2013-05-17,0,0,0
2013-05-18,0,0,0
2013-05-19,0.19,0.1,0.151321692524918
2013-05-20,0.005,0.01,0.00272208298524088
2013-05-21,0.152,0.05,0.00727505827505827
2013-05-22,0.076,0.25,0.0681034482758621
2013-05-23,0.747,0.96,0.447987823535491
2013-05-24,0.335,0.51,0.323890821102009
2013-05-25,0.278,0.42,0.305130054656909
2013-05-26,0.00444444444444444,0.01,0.00304761904761905
2013-05-27,0,0,0
2013-05-28,0.067,0.08,0.064495093142152
2013-05-29,0.295,0.56,0.273154180906813
2013-05-30,0.0111111111111111,0.05,0.0047927807486631
2013-05-31,0,0,0
2013-06-01,0,0,0
2013-06-02,0.0355555555555556,0.01,0.00125
2013-06-03,0.635,1.04,0.632056553865924
2013-06-04,0,0,0
2013-06-05,0,0,0
2013-06-06,0.081,0.06,0.0854395604395604
2013-06-07,2.19727272727273,2.32,2.42012984780583
2013-06-08,0.498,0.67,0.44040600806429
2013-06-09,0.10125,0.06,0.0610274447774448
2013-06-10,0.752,0.38,0.646312011494735
2013-06-11,0.62,0.97,0.64628095371082
2013-06-12,0,0,0
2013-06-13,1.041,0.65,0.893465769817362
2013-06-14,0.436,1.48,0.495200466200466
2013-06-15,0.00125,0.01,0.000625
2013-06-16,0,0,0
2013-06-17,0.0722222222222222,0.38,0.0966859243697479
2013-06-18,0.286,0.66,0.291752739587778
2013-06-19,0.0025,0.01,0.00154761904761905
2013-06-20,0,0,0
2013-06-21,0,0,0
2013-06-22,0,0,0
2013-06-23,0,0,0
2013-06-24,0.0677777777777778,0.24,0.0724122807017544
2013-06-25,0.0377777777777778,0.29,0.0569108669108669
2013-06-26,0.0133333333333333,0.03,0.0148852813852814
2013-06-27,0.513,0.57,0.394046972312163
2013-06-28,0.141818181818182,0.57,0.183206211180124
2013-06-29,0.004,0.02,0.00389166666666667
2013-06-30,0.0133333333333333,0.09,0.0274315358554489
2013-07-01,0.268,0.41,0.118280628663749
2013-07-02,0.023,0.06,0.0224252297410192
2013-07-03,0,0,0
2013-07-04,0,0,0
2013-07-05,0,0,0
2013-07-06,0,0,0
2013-07-07,0.03,0.13,0.0311764705882353
2013-07-08,0.11125,0.04,0.00266666666666667
2013-07-09,0.224,1.53,0.332615596963423
2013-07-10,0.172,0.34,0.185573760948374
2013-07-11,0.221,1.8,0.3299962515841
2013-07-12,0.0255555555555556,0.08,0.035359477124183
2013-07-13,0.102,0.18,0.12860321505002
2013-07-14,0.086,0.5,0.157174112978525
2013-07-15,0.005,0.03,0.00232954545454545
2013-07-16,0,0,0
2013-07-17,0,0,0
2013-07-18,0.02875,0.23,0.0338888888888889
2013-07-19,0,0,0
2013-07-20,0.029,0.13,0.028125
2013-07-21,0.0411111111111111,0.3,0.125611263736264
2013-07-22,0.045,0.24,0.0286147400587029
2013-07-23,0.619,0.92,0.778129938991763
2013-07-24,0.064,0.58,0.0533852813852814
2013-07-25,0.177777777777778,1.18,0.391253471244957
2013-07-26,0.154,0.39,0.299948083778966
2013-07-27,0.001,0.01,0.0012
2013-07-28,0.006,0.05,0.00488095238095238
2013-07-29,0.003,0.02,0.00178787878787879
2013-07-30,0,0,0
2013-07-31,0,0,0
2013-08-01,0.213636363636364,0.3,0.197058090628871
2013-08-02,0.125,0.44,0.0825973892008375
2013-08-03,0.0609090909090909,0.12,0.0555753968253968
2013-08-04,0.0475,0.13,0.0371547619047619
2013-08-05,0.00125,0.01,0.000909090909090909
2013-08-06,0,0,0
2013-08-07,0.00111111111111111,0.01,0.00222222222222222
2013-08-08,0.052,0.1,0.0435939958592133
2013-08-09,0.826,0.4,0.548365114531211
2013-08-10,0.00222222222222222,0.01,0.00135964912280702
2013-08-11,0,0,0
2013-08-12,0.00888888888888889,0.06,0.00477941176470588
2013-08-13,0.092,0.08,0.05633975783063
2013-08-14,0,0,0
2013-08-15,0,0,0
2013-08-16,0.00125,0.01,0.000714285714285714
2013-08-17,0.00125,0.01,0.000625
2013-08-18,0.00111111111111111,0.01,0.00153846153846154
2013-08-19,0.00111111111111111,0.01,0.00226190476190476
2013-08-20,0.002,0.01,0.00100250626566416
2013-08-21,0,0,0
2013-08-22,0.196,0.7,0.202554546902373
2013-08-23,0,0,0
2013-08-24,0,0,0
2013-08-25,0.00125,0.01,0.000952380952380952
2013-08-26,0.318,0.71,0.300313735989148
2013-08-27,0.461,0.8,0.282148425210925
2013-08-28,0.043,0.14,0.0408530538652243
2013-08-29,0.004,0.01,0.00190793650793651
2013-08-30,0,0,0
2013-08-31,0.0272222222222222,0.25,0.0481
2013-09-01,0.089,0.21,0.0752851966873706
2013-09-02,0.35,0.73,0.304746813188405
2013-09-03,0.081,0.29,0.11801893418186
2013-09-04,0,0,0
2013-09-05,0.00444444444444444,0.02,0.00214285714285714
2013-09-06,0.00125,0.01,0.000714285714285714
2013-09-07,0,0,0
2013-09-08,0.00125,0.01,0.000833333333333333
2013-09-09,0,0,0
2013-09-10,0.0463636363636364,0.11,0.0502901812240048
2013-09-11,0,0.31,0.0238461538461538
2013-09-12,0.646,1.14,0.66713406246672
2013-09-13,0.045,0.38,0.0999827057994577
2013-09-14,0,0,0
2013-09-15,0,0,0
2013-09-16,0.006,0.02,0.00799084249084249
2013-09-17,0,0,0
2013-09-18,0,0,0
2013-09-19,0.001,0.01,0.000384615384615385
2013-09-20,0,0,0
2013-09-21,0.053,0.16,0.0450544594784056
2013-09-22,0.736,0.8,0.63822237257067
2013-09-23,0,0,0
2013-09-24,0,0,0
2013-09-25,0,0,0
2013-09-26,0,0,0
2013-09-27,0,0,0
2013-09-28,0.00125,0.01,0.000454545454545455
2013-09-29,0.00222222222222222,0.01,0.00111111111111111
2013-09-30,0.00176470588235294,0.01,0.00157954545454545
2013-10-01,0.00111111111111111,0.01,0.000454545454545455
2013-10-02,0,0,0
2013-10-03,0.002,0.01,0.000955555555555556
2013-10-04,0.107777777777778,0.34,0.137622818358112
2013-10-05,0.098,0.41,0.115753257824869
2013-10-06,0.324,0.32,0.220621679286897
2013-10-07,0.224,0.42,0.143017053182829
2013-10-08,0.0025,0.01,0.00167832167832168
2013-10-09,0,0,0
2013-10-10,0,0,0
2013-10-11,0,0,0
2013-10-12,0,0,0
2013-10-13,0,0,0
2013-10-14,0,0,0
2013-10-15,0,0,0
2013-10-16,0,0,0
2013-10-17,0.018,0.04,0.0117841260906276
2013-10-18,0.00333333333333333,3.24,0.538200757575758
2013-10-19,0.0155555555555556,0.06,0.00545454545454545
2013-10-20,0.0025,0.01,0.00154761904761905
2013-10-21,0,0,0
2013-10-22,0.00444444444444444,0.03,0.00302631578947368
2013-10-23,0,0.01,0.000833333333333333
2013-10-24,0,0,0
2013-10-25,0,0,0
2013-10-26,0,0,0
2013-10-27,0,0,0
2013-10-28,0,0,0
2013-10-29,0,0,0
2013-10-30,0.00222222222222222,0,0
2013-10-31,0.025,0.04,0.0492885872297637
2013-11-01,0.067,0.11,0.056349358974359
2013-11-02,0.001,0.02,0.00416666666666667
2013-11-03,0,0,0
2013-11-04,0,0,0
2013-11-05,0,0,0
2013-11-06,0.00125,0.01,0.000666666666666667
2013-11-07,0.128,0.15,0.133187983327302
2013-11-08,0.00125,0.01,0.000714285714285714
2013-11-09,0,0,0
2013-11-10,0.016,0.05,0.0139835164835165
2013-11-11,0,0,0
2013-11-12,0.025,0.05,0.026449494949495
2013-11-13,0,0,0
2013-11-14,0,0,0
2013-11-15,0,0,0
2013-11-16,0.00222222222222222,0.01,0.00243589743589744
2013-11-17,0.029,0.06,0.0270929287817446
2013-11-18,0.275555555555556,0.46,0.255159034549279
2013-11-19,0.00125,0.01,0.000625
2013-11-20,0,0,0
2013-11-21,0,0,0
2013-11-22,0.09,0.06,0.0673319611245308
2013-11-23,0.002,0.42,0.023847687400319
2013-11-24,0.00125,0,0
2013-11-25,0,0.01,0.000833333333333333
2013-11-26,0.165,0.22,0.150349301283512
2013-11-27,1.491,0.74,1.17402988448756
2013-11-28,0.0522222222222222,0.05,0.00479166666666667
2013-11-29,0.01375,0.01,0.00154761904761905
2013-11-30,0.004375,0,0
2013-12-01,0.0422222222222222,0.08,0.0379673574743907
2013-12-02,0.032,0.02,0.0121346363904413
2013-12-03,0.044,0.22,0.0287336968586969
2013-12-04,0,0,0
2013-12-05,0.02,0.04,0.0125008998248129
2013-12-06,0.378,0.64,0.502956105770734
2013-12-07,0.0844444444444444,0.46,0.113125133094173
2013-12-08,0.00222222222222222,0,0
2013-12-09,0.0763636363636364,0.09,0.0330238095238095
2013-12-10,0.097,0.02,0.00227418414918415
2013-12-11,0,0,0
2013-12-12,0,0,0
2013-12-13,0,0,0
2013-12-14,0.153,0,0
2013-12-15,0.292,0.68,0.196608633358633
2013-12-16,0,0,0
2013-12-17,0.142,0,0
2013-12-18,0,0.04,0.00333333333333333
2013-12-19,0,0,0
2013-12-20,0,0,0
2013-12-21,0.00111111111111111,0.01,0.000833333333333333
2013-12-22,0.009,0.01,0.00427173703489493
2013-12-23,0.508,0.35,0.425553244903317
2013-12-24,0.00125,0,0
2013-12-25,0,0,0
2013-12-26,0.004,0,0
2013-12-27,0,0,0
2013-12-28,0,0,0
2013-12-29,0.855,0.64,0.628015067775362
2013-12-30,0,0,0
2013-12-31,0,0,0
2014-01-01,0.00111111111111111,0,0
2014-01-02,0.058,0,0
2014-01-03,0.041,0,0
2014-01-04,0,0,0
2014-01-05,0.052,0.07,0.0306289813246335
2014-01-06,0.413,0.34,0.307817447321629
2014-01-07,0.00111111111111111,0,0
2014-01-08,0,0,0
2014-01-09,0,0,0
2014-01-10,0.045,0.04,0.0123447686413204
2014-01-11,0.51,0.55,0.352050018541217
2014-01-12,0.0288888888888889,0.13,0.0320603641456583
2014-01-13,0,0,0
2014-01-14,0.324545454545455,0.21,0.297487144232623
2014-01-15,0,0,0
2014-01-16,0,0,0
2014-01-17,0,0,0
2014-01-18,0.046,0.06,0.0121939393551088
2014-01-19,0.001,0,0
2014-01-20,0.00222222222222222,0,0
2014-01-21,0.035,0,0
2014-01-22,0.00111111111111111,0,0
2014-01-23,0,0,0
2014-01-24,0,0,0
2014-01-25,0.019,0,0
2014-01-26,0,0,0
2014-01-27,0.00375,0.02,0.004375
2014-01-28,0,0,0
2014-01-29,0.00555555555555556,0,0
2014-01-30,0,0,0
2014-01-31,0,0,0
2014-02-01,0,0,0
2014-02-02,0.006,0.02,0.00181818181818182
2014-02-03,0.178,0,0
2014-02-04,0,0,0
2014-02-05,0.71,0.31,0.0542560407363844
2014-02-06,0,0,0
2014-02-07,0,0,0
2014-02-08,0,0,0
2014-02-09,0.032,0,0
2014-02-10,0,0,0
2014-02-11,0,0,0
2014-02-12,0,0,0
2014-02-13,0.579,1.35,0.316798049972437
2014-02-14,0.069,0.18,0.023853719265484
2014-02-15,0.044,0.7,0.0937857142857143
2014-02-16,0.001,0,0
2014-02-17,0,0,0
2014-02-18,0.123,0.03,0.0036096256684492
2014-02-19,0.157,0.19,0.110180745434374
2014-02-20,0.0666666666666667,0.06,0.0513352589439546
2014-02-21,0.081,0.23,0.0682334364149339
2014-02-22,0,0,0
2014-02-23,0,0,0
2014-02-24,0,0.01,0.001875
2014-02-25,0,0,0
2014-02-26,0.002,0,0
2014-02-27,0,0,0
2014-02-28,0,0,0
2014-03-01,0,0,0
2014-03-02,0,0,0
2014-03-03,0,0,0
2014-03-04,0,0,0
2014-03-05,0,0,0
2014-03-06,0,0,0
2014-03-07,0,0,0
2014-03-08,0,0,0
2014-03-09,0,0,0
2014-03-10,0.001,0.03,0.00296703296703297
2014-03-11,0,0,0
2014-03-12,0.205,0.24,0.17348367568728
2014-03-13,0,0,0
2014-03-14,0,0,0
2014-03-15,0.0155555555555556,0.06,0.0183333333333333
2014-03-16,0,0,0
2014-03-17,0,0,0
2014-03-18,0,0,0
2014-03-19,0.451111111111111,0.34,0.352530264279625
2014-03-20,0.129,0.35,0.126649099692578
2014-03-21,0,0,0
2014-03-22,0,0,0
2014-03-23,0,0,0
2014-03-24,0,0,0
2014-03-25,0,0,0
2014-03-26,0,0,0
2014-03-27,0,0,0
2014-03-28,0.058,0.04,0.0356401810151978
2014-03-29,0.981,1.07,0.9218902776222
2014-03-30,0.925,2.71,1.08593646680117
2014-03-31,0.186111111111111,2.12,0.282697127612183
2014-04-01,0,0,0
2014-04-02,0,0,0
2014-04-03,0.00125,0.01,0.000714285714285714
2014-04-04,0.079,0.13,0.0763870850867221
2014-04-05,0.05,0.14,0.0498620689655172
2014-04-06,0,0,0
2014-04-07,0.078,0.13,0.0925893982119046
2014-04-08,0.305,0.25,0.25182563746637
2014-04-09,0,0,0
2014-04-10,0,0,0
2014-04-11,0.03,0.03,0.0136924603174603
2014-04-12,0.01,0.03,0.00325490196078431
2014-04-13,0,0,0
2014-04-14,0,0,0
2014-04-15,0.916,0.39,0.715302017762334
2014-04-16,0.0677777777777778,0.57,0.0681041666666667
2014-04-17,0,0,0
2014-04-18,0,0.03,0.0025
2014-04-19,0,0,0
2014-04-20,0,0,0
2014-04-21,0,0,0
2014-04-22,0.006,0.01,0.00448051948051948
2014-04-23,0.0377777777777778,0.17,0.0870015182186235
2014-04-24,0,0,0
2014-04-25,0,0,0
2014-04-26,0.445,0.18,0.392049381065405
2014-04-27,0.0025,0.01,0.00226190476190476
2014-04-28,0,0,0
2014-04-29,0.01,0.03,0.0117465538847118
2014-04-30,0.682222222222222,0.75,1.18699098185087
2014-05-01,0.787,0.72,0.71289499374256
2014-05-02,0.00444444444444444,0.01,0.003125
2014-05-03,0.016,0.12,0.0283333333333333
2014-05-04,0.0075,0.05,0.0138942307692308
2014-05-05,0,0,0
2014-05-06,0,0,0
2014-05-07,0,0,0
2014-05-08,0.05,0.06,0.0477095875073804
2014-05-09,0.101,0.4,0.117600640145915
2014-05-10,0.278,1.12,0.398121735498166
2014-05-11,0.0511111111111111,0.12,0.0699201680672269
2014-05-12,0,0,0
2014-05-13,0,0,0
2014-05-14,0.00125,0,0
2014-05-15,0.0536363636363636,0.3,0.0696034532972748
2014-05-16,0.27,0.57,0.332252340094832
2014-05-17,0.659,0.86,0.517233172239638
2014-05-18,0,0,0
2014-05-19,0,0,0
2014-05-20,0,0,0
2014-05-21,0.00125,0.01,0.000833333333333333
2014-05-22,0.312,0.7,0.299551345352274
2014-05-23,0.245,0.57,0.281089215278373
2014-05-24,0.005,0.06,0.0128318775995247
2014-05-25,0.0211111111111111,0.15,0.0386666666666667
2014-05-26,0.00555555555555556,0.03,0.00366666666666667
2014-05-27,0.216666666666667,0.88,0.163245238095238
2014-05-28,0.027,0.13,0.0596111111111111
2014-05-29,0,0,0
2014-05-30,0.045,0.57,0.124679487179487
2014-05-31,0.000625,0.01,0.0025
2014-06-01,0,0,0
2014-06-02,0,0,0
2014-06-03,0.0377777777777778,0.14,0.0184615384615385
2014-06-04,0.006,0.03,0.00528851540616246
2014-06-05,0.378,0.78,0.428201851864194
2014-06-06,0,0,0
2014-06-07,0,0,0
2014-06-08,0,0,0
2014-06-09,0.293,0.72,0.438606082386975
2014-06-10,0.014,0.02,0.00658517368299977
2014-06-11,0.02875,0.04,0.0105906593406593
2014-06-12,0.029,0.05,0.0190954123276105
2014-06-13,0.401,0.47,0.41665211165004
2014-06-14,0.00222222222222222,0.01,0.00125
2014-06-15,0,0,0
2014-06-16,0,0,0
2014-06-17,0,0,0
2014-06-18,0.002,0,0
2014-06-19,0.246,0.41,0.252795903786616
2014-06-20,0,0,0
2014-06-21,0,0,0
2014-06-22,0,0,0
2014-06-23,0,0,0
2014-06-24,0.00111111111111111,0.01,0.000769230769230769
2014-06-25,0.0244444444444444,0.06,0.00856140350877193
2014-06-26,0.0609090909090909,0.88,0.14790780499843
2014-06-27,0,0,0
2014-06-28,0,0,0
2014-06-29,0,0,0
2014-06-30,0,0,0
2014-07-01,0,0,0
2014-07-02,0.427,0.9,0.409130100044086
2014-07-03,0.446,1.32,0.43391355479967
2014-07-04,0.232,0.71,0.478297917253026
2014-07-05,0,0,0
2014-07-06,0,0,0
2014-07-07,0.028,0.22,0.01825
2014-07-08,0.019,0.08,0.0357936507936508
2014-07-09,0.008,0.1,0.0219838056680162
2014-07-10,0,0,0
2014-07-11,0,0,0
2014-07-12,0,0,0
2014-07-13,0.04125,0.05,0.00555555555555556
2014-07-14,0.602,0.81,0.624396247194323
2014-07-15,0.416,0.92,0.399751922565738
2014-07-16,0.072,0.61,0.0539593073593074
2014-07-17,0,0,0
2014-07-18,0,0,0
2014-07-19,0,0,0
2014-07-20,0,0,0
2014-07-21,0,0,0
2014-07-22,0,0,0
2014-07-23,0.164,0.68,0.194685475444096
2014-07-24,0,0,0
2014-07-25,0,0,0
2014-07-26,0,0,0
2014-07-27,0.137,0.4,0.1395
2014-07-28,0.097,0.18,0.0702145682834538
2014-07-29,0,0,0
2014-07-30,0,0,0
2014-07-31,0,0,0
2014-08-01,0.033,0.01,0.000625
2014-08-02,0.088,0.08,0.0868477469495103
2014-08-03,0.011,0.03,0.00952731092436975
2014-08-04,0.051,0.09,0.0235714285714286
2014-08-05,0.035,0.05,0.0109496753246753
2014-08-06,0.01125,0.09,0.0194117647058824
2014-08-07,0,0,0
2014-08-08,0,0,0
2014-08-09,0,0,0
2014-08-10,0,0,0
2014-08-11,0,0,0
2014-08-12,0.012,0.06,0.00723351648351648
2014-08-13,1.569,2.86,1.8519175321884
2014-08-14,0.00625,0.02,0.00142857142857143
2014-08-15,0.00111111111111111,0,0
2014-08-16,0,0,0
2014-08-17,0.005,0.01,0.00166666666666667
2014-08-18,0,0,0
2014-08-19,0,0,0
2014-08-20,0,0,0
2014-08-21,0.014,0.03,0.00526785714285714
2014-08-22,0.0355555555555556,0.1,0.0315484483266991
2014-08-23,0,0,0
2014-08-24,0,0,0
2014-08-25,0,0,0
2014-08-26,0,0,0
2014-08-27,0.064,0.39,0.0774603174603175
2014-08-28,0,0,0
2014-08-29,0,0,0
2014-08-30,0,0,0
2014-08-31,0.193888888888889,0.54,0.396267621870883
2014-09-01,0,0,0
2014-09-02,0.017,0,0
2014-09-03,0,0,0
2014-09-04,0,0,0
2014-09-05,0,0,0
2014-09-06,0.17,0.47,0.334411899313501
2014-09-07,0.0111111111111111,0.03,0.00833333333333333
2014-09-08,0,0,0
2014-09-09,0,0,0
2014-09-10,0,0,0
2014-09-11,0,0,0
2014-09-12,0,0,0
2014-09-13,0.222222222222222,0.48,0.205593939393939
2014-09-14,0,0,0
2014-09-15,0,0,0
2014-09-16,0.041,0.08,0.0416271929824561
2014-09-17,0,0,0
2014-09-18,0,0,0
2014-09-19,0,0,0
2014-09-20,0,0,0
2014-09-21,0.541,0.91,0.463517264504456
2014-09-22,0.00111111111111111,0.02,0.00702941176470588
2014-09-23,0,0,0
2014-09-24,0,0,0
2014-09-25,0.085,0.31,0.176918956043956
2014-09-26,0.014,0.03,0.0129779411764706
2014-09-27,0,0,0
2014-09-28,0,0,0
2014-09-29,0.00111111111111111,0.01,0.000344827586206897
2014-09-30,0.00368421052631579,0.03,0.00951565754506931
2014-10-01,0.363,0.95,0.724887202579207
2014-10-02,0.0255555555555556,0.04,0.00852287368036459
2014-10-03,0.00125,0.01,0.000555555555555556
2014-10-04,0.535,0.51,0.477639999700308
2014-10-05,0,0,0
2014-10-06,0,0,0
2014-10-07,0.003,0.02,0.00196428571428571
2014-10-08,0.043,0.18,0.0654226112052199
2014-10-09,0,0,0
2014-10-10,0,0,0
2014-10-11,0.184,0.17,0.19825350140056
2014-10-12,0,0,0
2014-10-13,0.00555555555555556,0.03,0.00344089635854342
2014-10-14,0.008,0.02,0.00810526315789474
2014-10-15,0.097,0.33,0.138314192343604
2014-10-16,0.796363636363636,0.55,0.865816181583108
2014-10-17,0,0,0
2014-10-18,0.019,0.09,0.0232216117216117
2014-10-19,0,0,0
2014-10-20,0,0,0
2014-10-21,0.0288888888888889,0.16,0.0442186272664534
2014-10-22,0.398,0.51,0.567063456449941
2014-10-23,0.065,0.12,0.0401766425868593
2014-10-24,0.065,0.07,0.0501162464985994
2014-10-25,0.00125,0.01,0.000714285714285714
2014-10-26,0.0166666666666667,0.05,0.00980827067669173
2014-10-27,0,0,0
2014-10-28,0,0,0
2014-10-29,0.041,0.04,0.0298397435897436
2014-10-30,0,0,0
2014-10-31,0.0141176470588235,0.08,0.0347074175824176
2014-11-01,0.211,0.33,0.319460811247576
2014-11-02,0,0,0
2014-11-03,0,0,0
2014-11-04,0,0,0
2014-11-05,0,0.23,0.0153333333333333
2014-11-06,0.192,0.08,0.154828773055116
2014-11-07,0.00888888888888889,0.04,0.0118333333333333
2014-11-08,0,0,0
2014-11-09,0,0,0
2014-11-10,0,0,0
2014-11-11,0,0,0
2014-11-12,0,0,0
2014-11-13,0.066,0.08,0.0366163003663004
2014-11-14,0.0477777777777778,0.14,0.0198618190904548
2014-11-15,0,0,0
2014-11-16,0,0,0
2014-11-17,0.969,0.74,0.809474903897466
2014-11-18,0,0,0
2014-11-19,0,0,0
2014-11-20,0,0,0
2014-11-21,0,0,0
2014-11-22,0,0,0
2014-11-23,0,0,0
2014-11-24,0.584,0.4,0.514604983009822
2014-11-25,0,0,0
2014-11-26,0.823,0.58,0.713631162924103
2014-11-27,0.012,0.02,0.00345185185185185
2014-11-28,0,0,0
2014-11-29,0,0,0
2014-11-30,0,0.05,0.0155147058823529
2014-12-01,0.0144444444444444,0.07,0.0235714285714286
2014-12-02,0.016,0.06,0.0187288474810214
2014-12-03,0.096,0.1,0.0873062487621311
2014-12-04,0,0,0
2014-12-05,0.248,0.18,0.207361904761905
2014-12-06,0.679,0.45,0.707573239462735
2014-12-07,0.0277777777777778,0.29,0.082827485380117
2014-12-08,0,0,0
2014-12-09,1.30545454545455,1.36,1.60798214664375
2014-12-10,0.063,0.04,0.0321721823444857
2014-12-11,0.003,0,0
2014-12-12,0,0,0
2014-12-13,0,0,0
2014-12-14,0,0,0
2014-12-15,0,0,0
2014-12-16,0.096,0.09,0.0824844035837951
2014-12-17,0.13,0.25,0.13978097120271
2014-12-18,0,0.22,0.0169230769230769
2014-12-19,0,0,0
2014-12-20,0,0,0
