"date1","Reported_PrecipSum","Precip_MaxHourly_inState","Precip_Sum_Calc"
2014-12-21,0.016,0.22,0.0200674375733199
2014-12-22,0.005,0.02,0.00442156862745098
2014-12-23,0.084,0.06,0.0756024172750717
2014-12-24,0.394,0.35,0.349269109973142
2014-12-25,0.07,0.07,0.059826826399407
2014-12-26,0,0,0
2014-12-27,0,0,0
2014-12-28,0.054,0.09,0.0544795321637427
2014-12-29,0,0,0
2014-12-30,0,0,0
2014-12-31,0,0,0
2015-01-01,0,0,0
2015-01-02,0,0,0
2015-01-03,0.275,0.48,0.141137165243431
2015-01-04,0.208,0.3,0.204456270635803
2015-01-05,0.00375,0.01,0.00235294117647059
2015-01-06,0.004,0,0
2015-01-07,0,0,0
2015-01-08,0,0,0
2015-01-09,0.047,0,0
2015-01-10,0,0,0
2015-01-11,0,0,0
2015-01-12,0.287,0.12,0.232702549737844
2015-01-13,0,0,0
2015-01-14,0,0,0
2015-01-15,0,0,0
2015-01-16,0,0,0
2015-01-17,0,0,0
2015-01-18,0.902,0.46,0.683379652637005
2015-01-19,0,0.01,0.00037037037037037
2015-01-20,0,0,0
2015-01-21,0,0,0
2015-01-22,0.00444444444444444,0,0
2015-01-23,0,0,0
2015-01-24,0.397,2.08,0.398447034162657
2015-01-25,0,0,0
2015-01-26,0.035,0,0
2015-01-27,0.075,0,0
2015-01-28,0,0,0
2015-01-29,0,0,0
2015-01-30,0.032,0.35,0.0130805227186714
2015-01-31,0,0,0
2015-02-01,0.003,0,0
2015-02-02,0.437,0,0
2015-02-03,0,0,0
2015-02-04,0.00375,0.01,0.00142857142857143
2015-02-05,0.011,0.02,0.0017037037037037
2015-02-06,0,0,0
2015-02-07,0.007,0,0
2015-02-08,0.083,0,0
2015-02-09,0.107,0,0
2015-02-10,0.00222222222222222,0,0
2015-02-11,0,0,0
2015-02-12,0.006,0.08,0.01
2015-02-13,0,0,0
2015-02-14,0.058,0,0
2015-02-15,0.029,0,0
2015-02-16,0,0,0
2015-02-17,0.005,0,0
2015-02-18,0,0,0
2015-02-19,0,0,0
2015-02-20,0,0,0
2015-02-21,0.292,0.45,0.0575067707459012
2015-02-22,0.063,0.11,0.0153650793650794
2015-02-23,0,0,0
2015-02-24,0,0,0
2015-02-25,0,0,0
2015-02-26,0.004,0,0
2015-02-27,0,0,0
2015-02-28,0,0,0
2015-03-01,0.259,0,0
2015-03-02,0.003,0.01,0.000833333333333333
2015-03-03,0.376,0.18,0.0850253667900727
2015-03-04,0.071,0.14,0.0783047088532383
2015-03-05,0.068,0.53,0.0981675086632392
2015-03-06,0,0,0
2015-03-07,0,0,0
2015-03-08,0,0,0
2015-03-09,0,0,0
2015-03-10,0.0888888888888889,0.05,0.0622823926427345
2015-03-11,0.007,0.02,0.00796666666666667
2015-03-12,0,0,0
2015-03-13,0,0,0
2015-03-14,0.475,0.28,0.384197682075337
2015-03-15,0,0,0
2015-03-16,0,0,0
2015-03-17,0.036,0.03,0.0331774891774892
2015-03-18,0,0,0
2015-03-19,0,0,0
2015-03-20,0.075,0,0
2015-03-21,0.052,0.17,0.00733333333333333
2015-03-22,0,0,0
2015-03-23,0,0,0
2015-03-24,0,0,0
2015-03-25,0.04,0.04,0.0340692501942502
2015-03-26,0.248,0.36,0.224733190860671
2015-03-27,0.082,0.2,0.114769776612538
2015-03-28,0.044,1.26,0.272561344751777
2015-03-29,0,0,0
2015-03-30,0.003,0.02,0.00480952380952381
2015-03-31,0.00722222222222222,0.05,0.015755933721451
2015-04-01,0,0,0
2015-04-02,0,0,0
2015-04-03,0.091,0.11,0.0741846929873246
2015-04-04,0.102222222222222,0.26,0.0855273846380658
2015-04-05,0.016,0.03,0.0154722222222222
2015-04-06,0,0.04,0.00673378317588844
2015-04-07,0.107777777777778,0.17,0.119805023624551
2015-04-08,0.125555555555556,0.23,0.071366975130133
2015-04-09,0.008,0.11,0.0559395034274291
2015-04-10,0.138,0.22,0.121860146342349
2015-04-11,0,0,0
2015-04-12,0,0,0
2015-04-13,0,0,0
2015-04-14,0.0111111111111111,0.03,0.0069281045751634
2015-04-15,0,0,0
2015-04-16,0,0,0
2015-04-17,0.071,0.13,0.0947861229159856
2015-04-18,0,0,0
2015-04-19,0,0,0
2015-04-20,0.801,0.64,0.689386336282229
2015-04-21,0.256,0.69,0.258764103807907
2015-04-22,0.039,0.06,0.0348003663003663
2015-04-23,0,0,0
2015-04-24,0,0,0
2015-04-25,0,0,0
2015-04-26,0,0,0
2015-04-27,0,0.01,0.000714285714285714
2015-04-28,0,0,0
2015-04-29,0,0,0
2015-04-30,0,0,0
2015-05-01,0,0,0
2015-05-02,0,0,0
2015-05-03,0,0,0
2015-05-04,0,0,0
2015-05-05,0,0,0
2015-05-06,0.00111111111111111,0.01,0.00238095238095238
2015-05-07,0,0,0
2015-05-08,0,0,0
2015-05-09,0.001,0.01,0.00132631578947368
2015-05-10,0,0,0
2015-05-11,0,0,0
2015-05-12,0.014,0.08,0.018605452518496
2015-05-13,0,0,0
2015-05-14,0,0,0
2015-05-15,0,0,0
2015-05-16,0.194,0.34,0.228193903318903
2015-05-17,0.005,0.04,0.0119548872180451
2015-05-18,0,0,0
2015-05-19,0.236,0.29,0.198551320933225
2015-05-20,0,0,0
2015-05-21,0.00125,0.01,0.000714285714285714
2015-05-22,0.00222222222222222,0.01,0.00276785714285714
2015-05-23,0,0,0
2015-05-24,0,0,0
2015-05-25,0,0,0
2015-05-26,0,0,0
2015-05-27,0.0966666666666667,0.3,0.0587996562261268
2015-05-28,0.04,0.25,0.0535189075630252
2015-05-29,0,0,0
2015-05-30,0,0,0
2015-05-31,0.378333333333333,1.83,0.771133505857564
2015-06-01,0.983,1.46,0.921352038310253
2015-06-02,0.21,0.33,0.257178564168889
2015-06-03,0,0.09,0.0540948275580629
2015-06-04,0,0.11,0.085724358974359
2015-06-05,0,0,0
2015-06-06,0.0588888888888889,0.45,0.10760101375233
2015-06-07,0,0.01,0.00142857142857143
2015-06-08,0.013,0.05,0.00996153846153846
2015-06-09,0.155,0.38,0.137482700590117
2015-06-10,0,0,0
2015-06-11,0,0.03,0.001875
2015-06-12,0.00125,0,0
2015-06-13,0.00875,0,0
2015-06-14,0,0,0
2015-06-15,0.882,0.55,0.592897852378633
2015-06-16,0.003,0.02,0.00479242979242979
2015-06-17,0,0,0
2015-06-18,0,0,0
2015-06-19,0.02,0.14,0.0345
2015-06-20,0.064,0.4,0.0731491564850698
2015-06-21,0.424,0.45,0.418975961158918
2015-06-22,0,0,0
2015-06-23,0.142,0.94,0.16934799947598
2015-06-24,0,0,0
2015-06-25,0.01,0.05,0.00642857142857143
2015-06-26,0,0,0
2015-06-27,0.214,0.24,0.256428571428571
2015-06-28,0.472,1.15,0.647570153157118
2015-06-29,0.002,0.01,0.000892857142857143
2015-06-30,0.00352941176470588,0.06,0.00932306255835668
2015-07-01,0.434,1.86,0.46665173771999
2015-07-02,0,0,0
2015-07-03,0,0,0
2015-07-04,0.00444444444444444,0.01,0.00231684981684982
2015-07-05,0,0,0
2015-07-06,0,0,0
2015-07-07,0.347,1.27,0.488503329029645
2015-07-08,0.012,0.71,0.248733974358974
2015-07-09,0.041,0.07,0.0249887955182073
2015-07-10,0.0533333333333333,0.07,0.0281401162322065
2015-07-11,0,0,0
2015-07-12,0,0,0
2015-07-13,0,0,0
2015-07-14,0.232,0.49,0.250720031759012
2015-07-15,0.026,0.07,0.0124607843137255
2015-07-16,0,0.07,0.0178571428571429
2015-07-17,0,0.07,0.0545692355889724
2015-07-18,0.0211111111111111,0.06,0.0158306595365419
2015-07-19,0,0,0
2015-07-20,0,0.03,0.00428571428571429
2015-07-21,0.0311111111111111,0.83,0.199872122762148
2015-07-22,0,0,0
2015-07-23,0,0,0
2015-07-24,0.00875,0.03,0.00473214285714286
2015-07-25,0,0,0
2015-07-26,0.08,0.31,0.0955111683685234
2015-07-27,0.07,0.13,0.0723191481720894
2015-07-28,0,0,0
2015-07-29,0,0,0
2015-07-30,0.37,1.17,0.457752131926045
2015-07-31,0,0.04,0.0111968771968772
2015-08-01,0.005,0.03,0.00326923076923077
2015-08-02,0,0,0
2015-08-03,0,0,0
2015-08-04,0.1,0.31,0.143374625374625
2015-08-05,0,0,0
2015-08-06,0,0,0
2015-08-07,0,0,0
2015-08-08,0,0,0
2015-08-09,0,0,0
2015-08-10,0,0.03,0.00543269230769231
2015-08-11,0.851,0.81,0.753699300169813
2015-08-12,0.0255555555555556,0.21,0.0425757575757576
2015-08-13,0,0,0
2015-08-14,0,0,0
2015-08-15,0.0622222222222222,0.36,0.0817885154061625
2015-08-16,0,0.03,0.00214285714285714
2015-08-17,0,0,0
2015-08-18,0.046,0,0
2015-08-19,0,0.01,4e-04
2015-08-20,0.019,0.1,0.0237719298245614
2015-08-21,0.25,1.39,0.495132875105382
2015-08-22,0,0.05,0.0148319327731092
2015-08-23,0.004,0.03,0.00514423076923077
2015-08-24,0.059,0.24,0.0788807913503566
2015-08-25,0.058,0.22,0.0971825151113077
2015-08-26,0,0,0
2015-08-27,0,0,0
2015-08-28,0,0,0
2015-08-29,0,0,0
2015-08-30,0.01875,0.01,0.00138095238095238
2015-08-31,0,0,0
2015-09-01,0,0.06,0.023047619047619
2015-09-02,0,0.07,0.0406859774212715
2015-09-03,0,0,0
2015-09-04,0,0,0
2015-09-05,0,0.05,0.0166190476190476
2015-09-06,0,0.1,0.0535595238095238
2015-09-07,0,0.05,0.0161176470588235
2015-09-08,0,0,0
2015-09-09,0.037,0.37,0.0780889724310777
2015-09-10,0.841,1.54,1.0724649357503
2015-09-11,0.122222222222222,0.34,0.153308689009201
2015-09-12,0.12,0.15,0.193050297496808
2015-09-13,0.174,0.36,0.114702204438074
2015-09-14,0,0.04,0.009375
2015-09-15,0,0,0
2015-09-16,0,0.03,0.00476190476190476
2015-09-17,0,0.04,0.00413333333333333
2015-09-18,0,0.06,0.0340071428571429
2015-09-19,0,0.08,0.0383002648467152
2015-09-20,0,0,0
2015-09-21,0,0,0
2015-09-22,0,0,0
2015-09-23,0,0.04,0.0182638888888889
2015-09-24,0,0,0
2015-09-25,0,0,0
2015-09-26,0,0,0
2015-09-27,0,0.04,0.0260750835421888
2015-09-28,0,0.06,0.0304026085364758
2015-09-29,0.245,0.45,0.233306330609838
2015-09-30,0.711111111111111,1.39,1.14484491386988
2015-10-01,0.0336363636363636,0.05,0.0511766312462907
2015-10-02,0.331,0.48,0.661965906900117
2015-10-03,0.07,0.19,0.116633173050558
2015-10-04,0,0,0
2015-10-05,0,0,0
2015-10-06,0,0,0
2015-10-07,0,0,0
2015-10-08,0,0,0
2015-10-09,0.183,0.84,0.181370554282319
2015-10-10,0,0,0
2015-10-11,0,0.05,0.0184230769230769
2015-10-12,0,0.08,0.0602651795332883
2015-10-13,0.017,0.09,0.0642228852065809
2015-10-14,0,0,0
2015-10-15,0,0,0
2015-10-16,0,0,0
2015-10-17,0,0,0
2015-10-18,0,0,0
2015-10-19,0,0,0
2015-10-20,0,0,0
2015-10-21,0,0.08,0.0231868347338936
2015-10-22,0,0.07,0.0397320480031478
2015-10-23,0,0,0
2015-10-24,0,0,0
2015-10-25,0.028,0.02,0.0137905677655678
2015-10-26,0,0,0
2015-10-27,0,0,0
2015-10-28,0.620909090909091,0.82,0.67305028419856
2015-10-29,0.349,0.55,0.327547227733043
2015-10-30,0,0,0
2015-10-31,0,0,0
2015-11-01,0,0.04,0.00857142857142857
2015-11-02,0,0,0
2015-11-03,0,0,0
2015-11-04,0,0.07,0.0222549019607843
2015-11-05,0.008,0.06,0.0404332222103675
2015-11-06,0,0,0
2015-11-07,0,0,0
2015-11-08,0,0,0
2015-11-09,0,0,0
2015-11-10,0.148,0.3,0.18659381910659
2015-11-11,0.11,0.89,0.303624284404144
2015-11-12,0.107,0.09,0.073743609083356
2015-11-13,0,0,0
2015-11-14,0,0,0
2015-11-15,0,0,0
2015-11-16,0,0,0
2015-11-17,0,0,0
2015-11-18,0,0.02,0.00469298245614035
2015-11-19,0.6,0.49,0.533480082879834
2015-11-20,0.267777777777778,1,0.343126890756303
2015-11-21,0,0,0
2015-11-22,0.03,0.08,0.0295603174603175
2015-11-23,0,0,0
2015-11-24,0,0,0
2015-11-25,0,0,0
2015-11-26,0,0,0
2015-11-27,0,0,0
2015-11-28,0.0633333333333333,0.09,0.0249310613134143
2015-11-29,0,0,0
2015-11-30,0,0,0
2015-12-01,0.161111111111111,0.1,0.103077463042633
2015-12-02,0.171111111111111,0.08,0.100332112666062
2015-12-03,0,0,0
2015-12-04,0,0,0
2015-12-05,0,0,0
2015-12-06,0,0,0
2015-12-07,0,0,0
2015-12-08,0,0,0
2015-12-09,0,0,0
2015-12-10,0.01,0.03,0.00780128205128205
2015-12-11,0,0,0
2015-12-12,0,0,0
2015-12-13,0,0,0
2015-12-14,0.286666666666667,0.35,0.165901924651925
2015-12-15,0.06375,0.11,0.0450678631713114
2015-12-16,0,0,0
2015-12-17,0.546666666666667,0.3,0.40233014288846
2015-12-18,0.0025,0.01,0.00335744781783681
2015-12-19,0,0,0
2015-12-20,0,0,0
2015-12-21,0,0,0
2015-12-22,0.157272727272727,0.26,0.189801762474005
2015-12-23,0.831818181818182,0.57,0.810740540963102
2015-12-24,0.033,0.5,0.0907423217223375
2015-12-25,0,0,0
2015-12-26,0,0,0
2015-12-27,0.118,0.1,0.0777546690098628
2015-12-28,0.03,0,0
2015-12-29,0.409,0.13,0.100669690219531
2015-12-30,0.0754545454545455,0.16,0.0768125839677564
2015-12-31,0.0325,0.09,0.0570832960143305
2016-01-01,0,0,0
2016-01-02,0,0,0
2016-01-03,0,0,0
2016-01-04,0,0,0
2016-01-05,0,0,0
2016-01-06,0,0,0
2016-01-07,0,0,0
2016-01-08,0,0,0
2016-01-09,0,0,0
2016-01-10,1.094,0.58,0.79016142124005
2016-01-11,0,0,0
2016-01-12,0.03,0.04,0.00911688311688312
2016-01-13,0,0,0
2016-01-14,0,0,0
2016-01-15,0,0,0
2016-01-16,0.222,0.22,0.209909807297965
2016-01-17,0.005,0,0
2016-01-18,0,0,0
2016-01-19,0,0,0
2016-01-20,0,0,0
2016-01-21,0,0,0
2016-01-22,0,0,0
2016-01-23,0.128888888888889,0,0
2016-01-24,0.00333333333333333,0,0
2016-01-25,0,0,0
2016-01-26,0,0,0
2016-01-27,0,0,0
2016-01-28,0,0,0
2016-01-29,0.001,0.01,0.00228571428571429
2016-01-30,0,0,0
2016-01-31,0,0,0
2016-02-01,0,0,0
2016-02-02,0,0,0
2016-02-03,0.681,0.43,0.499230122581948
2016-02-04,0.034,0.17,0.0334250637098246
2016-02-05,0.307,0.11,0.0384345238095238
2016-02-06,0,0.06,0.01
2016-02-07,0,0,0
2016-02-08,0.089,0.04,0.00277777777777778
2016-02-09,0.006,0,0
2016-02-10,0.031,0,0
2016-02-11,0,0,0
2016-02-12,0,0,0
2016-02-13,0,0,0
2016-02-14,0,0,0
2016-02-15,0.177,0.2,0.0357446251570571
2016-02-16,0.468,0.44,0.350925323047513
2016-02-17,0.00375,0.03,0.00375
2016-02-18,0,0,0
2016-02-19,0,0,0
2016-02-20,0.00125,0,0
2016-02-21,0.00666666666666667,0.05,0.0127972027972028
2016-02-22,0,0,0
2016-02-23,0.072,0.28,0.0259256474519632
2016-02-24,0.934,0.59,0.620378826284756
2016-02-25,0.41,0.89,0.3290718503753
2016-02-26,0.00125,0.01,0.00133333333333333
2016-02-27,0,0,0
2016-02-28,0,0,0
2016-02-29,0.0127777777777778,0.05,0.0181318681318681
2016-03-01,0.0866666666666667,0.16,0.0560909090909091
2016-03-02,0.17,0.15,0.127119814247961
2016-03-03,0,0,0
2016-03-04,0.001,0,0
2016-03-05,0,0,0
2016-03-06,0,0,0
2016-03-07,0,0,0
2016-03-08,0,0,0
2016-03-09,0,0,0
2016-03-10,0.00666666666666667,0.02,0.00276026272577997
2016-03-11,0.0277777777777778,0.05,0.0206383606074009
2016-03-12,0,0,0
2016-03-13,0,0,0
2016-03-14,0.353,0.19,0.239231030063847
2016-03-15,0.083,0.09,0.0594026545704935
2016-03-16,0.071,0.11,0.0567069662793347
2016-03-17,0.012,0.06,0.00689203612479475
2016-03-18,0.00125,0.01,0.000666666666666667
2016-03-19,0,0,0
2016-03-20,0.0111111111111111,0.01,0.00037037037037037
2016-03-21,0.065,0.01,0.000714285714285714
2016-03-22,0,0,0
2016-03-23,0,0,0
2016-03-24,0,0,0
2016-03-25,0.024,0.04,0.0112759784075574
2016-03-26,0,0,0
2016-03-27,0,0,0
2016-03-28,0.475,0.2,0.300090595948524
2016-03-29,0,0,0
2016-03-30,0,0,0
2016-03-31,0.00411764705882353,0.02,0.00383333333333333
2016-04-01,0.1,0.2,0.0799763802309372
2016-04-02,0.306,0.37,0.29711095016095
2016-04-03,0.329,0.25,0.10696525264629
2016-04-04,0.223,0.14,0.056013964296573
2016-04-05,0,0,0
2016-04-06,0,0,0
2016-04-07,0.36,0.21,0.291512712008319
2016-04-08,0,0,0
2016-04-09,0,0,0
2016-04-10,0,0,0
2016-04-11,0.022,0.08,0.0158333333333333
2016-04-12,0.173,0.11,0.111924297321036
2016-04-13,0,0,0
2016-04-14,0,0,0
2016-04-15,0,0,0
2016-04-16,0,0,0
2016-04-17,0,0,0
2016-04-18,0,0,0
2016-04-19,0,0,0
2016-04-20,0,0,0
2016-04-21,0,0,0
2016-04-22,0.097,0.18,0.0585483930414271
2016-04-23,0.085,0.09,0.0700281608656222
2016-04-24,0,0,0
2016-04-25,0,0,0
2016-04-26,0.205,0.22,0.147534377387319
2016-04-27,0,0,0
2016-04-28,0.003,0.02,0.00642857142857143
2016-04-29,0.0366666666666667,0.13,0.0466964285714286
2016-04-30,0.001875,0.02,0.00466666666666667
2016-05-01,0.084,0.07,0.0838111009269066
2016-05-02,0.153,0.3,0.0861060606060606
2016-05-03,0.304,0.16,0.20742201269088
2016-05-04,0.102222222222222,0.22,0.114087508080155
2016-05-05,0.0255555555555556,0.09,0.0240606060606061
2016-05-06,0.288,0.15,0.231296877961133
2016-05-07,0.083,0.28,0.0918173558897243
2016-05-08,0.087,0.14,0.0572239545351674
2016-05-09,0,0,0
2016-05-10,0,0,0
2016-05-11,0,0,0
2016-05-12,0,0,0
2016-05-13,0.164,0.37,0.12601630095292
2016-05-14,0.042,0.15,0.0623684210526316
2016-05-15,0,0,0
2016-05-16,0,0,0
2016-05-17,0,0,0
2016-05-18,0,0,0
2016-05-19,0.00666666666666667,0.03,0.00488095238095238
2016-05-20,0,0,0
2016-05-21,0.00444444444444444,0.03,0.00266666666666667
2016-05-22,0.019,0.03,0.0159675642984467
2016-05-23,0.0422222222222222,0.13,0.0292857142857143
2016-05-24,0.292,0.22,0.284860897341393
2016-05-25,0,0,0
2016-05-26,0,0,0
2016-05-27,0.01,0.1,0.0128571428571429
2016-05-28,0.00125,0.01,0.000714285714285714
2016-05-29,0.003,0.02,0.0024
2016-05-30,0.719,0.91,0.58836564037814
2016-05-31,0.000555555555555556,0.01,0.00157894736842105
2016-06-01,0,0,0
2016-06-02,0,0,0
2016-06-03,0.045,0.15,0.0523340995090221
2016-06-04,0.001,0.01,0.000625
2016-06-05,0.669,0.63,0.522895541077133
2016-06-06,0,0,0
2016-06-07,0.0225,0.09,0.0201307189542484
2016-06-08,0.0266666666666667,0.11,0.0220178571428571
2016-06-09,0,0,0
2016-06-10,0,0,0
2016-06-11,0.166,0.25,0.130324675324675
2016-06-12,0,0,0
2016-06-13,0,0,0
2016-06-14,0,0,0
2016-06-15,0,0,0
2016-06-16,0.00111111111111111,0.01,0.000714285714285714
2016-06-17,0.00125,0.01,0.000714285714285714
2016-06-18,0,0,0
2016-06-19,0,0,0
2016-06-20,0,0,0
2016-06-21,0.0175,0.09,0.0316283891547049
2016-06-22,0,0,0
2016-06-23,0,0,0
2016-06-24,0,0,0
2016-06-25,0,0,0
2016-06-26,0,0,0
2016-06-27,0.00777777777777778,0.02,0.00590373369320738
2016-06-28,0.091,0.1,0.069580070977135
2016-06-29,0.02,0.11,0.018320420958352
2016-06-30,0,0,0
2016-07-01,0.329,0.75,0.357400932400932
2016-07-02,0,0,0
2016-07-03,0,0,0
2016-07-04,0.0211111111111111,0.09,0.0233888888888889
2016-07-05,0.33,0.49,0.259647311022311
2016-07-06,0,0,0
2016-07-07,0.338,1.42,0.332552512050426
2016-07-08,0,0,0
2016-07-09,0.043,0.12,0.03729179976084
2016-07-10,0.112,0.43,0.198776723700687
2016-07-11,0,0,0
2016-07-12,0,0,0
2016-07-13,0,0,0
2016-07-14,0.28,0.72,0.330513155575075
2016-07-15,0,0,0
2016-07-16,0,0,0
2016-07-17,0,0,0
2016-07-18,0.175555555555556,0.53,0.227334916575326
2016-07-19,0,0,0
2016-07-20,0,0,0
2016-07-21,0,0,0
2016-07-22,0.0225,0.09,0.005625
2016-07-23,0,0,0
2016-07-24,0,0,0
2016-07-25,0.287777777777778,1.18,0.398808945440524
2016-07-26,0,0,0
2016-07-27,0,0,0
2016-07-28,0.00125,0.01,0.000714285714285714
2016-07-29,0.239,0.41,0.180878598740441
2016-07-30,0.079,0.4,0.0951846638655462
2016-07-31,0.183333333333333,0.46,0.228972657349431
2016-08-01,0.033,0.16,0.0433024767801858
2016-08-02,0.153,0.31,0.171845622214043
2016-08-03,0,0,0
2016-08-04,0,0,0
2016-08-05,0,0,0
2016-08-06,0.065,0.37,0.0898782961460446
2016-08-07,0,0,0
2016-08-08,0,0,0
2016-08-09,0,0,0
2016-08-10,0.601,1.15,0.542886486748718
2016-08-11,0.197,0.31,0.222035222521156
2016-08-12,0.0555555555555556,0.08,0.0289663681261978
2016-08-13,0.212,0.45,0.240395299145299
2016-08-14,0.0744444444444445,0.26,0.112724301841949
2016-08-15,0,0,0
2016-08-16,0.096,0.16,0.0568614718614719
2016-08-17,0.0277777777777778,0.22,0.0521848739495798
2016-08-18,0.00666666666666667,0.01,0.00297619047619048
2016-08-19,0,0,0
2016-08-20,0.00666666666666667,0.06,0.0129411764705882
2016-08-21,0.589090909090909,1.21,0.644561907113858
2016-08-22,0.35125,1.55,0.469777722277722
2016-08-23,0,0,0
2016-08-24,0,0,0
2016-08-25,0,0,0
2016-08-26,0,0,0
2016-08-27,0,0,0
2016-08-28,0,0,0
2016-08-29,0,0,0
2016-08-30,0,0,0
2016-08-31,0,0,0
2016-09-01,0.211,0.37,0.268721524633441
2016-09-02,0,0,0
2016-09-03,0,0,0
2016-09-04,0,0,0
2016-09-05,0,0,0
2016-09-06,0.081,0.09,0.109771490402181
2016-09-07,0.029,0.06,0.0352744261840372
2016-09-08,0.056,0.33,0.0525
2016-09-09,0,0,0
2016-09-10,0.01,0.09,0.0108333333333333
2016-09-11,0.047,0.01,5e-04
2016-09-12,0,0,0
2016-09-13,0,0,0
2016-09-14,0.025,0.1,0.032625
2016-09-15,0,0,0
2016-09-16,0,0,0
2016-09-17,0,0,0
2016-09-18,0.00888888888888889,0,0
2016-09-19,0.65,1.48,0.454213686093549
2016-09-20,0.003,0.02,0.00156565656565657
2016-09-21,0,0,0
2016-09-22,0,0,0
2016-09-23,0.0633333333333333,0.06,0.0103977272727273
2016-09-24,0.0511111111111111,0.21,0.0299373040752351
2016-09-25,0,0,0
2016-09-26,0,0,0
2016-09-27,0.322,0.25,0.221501028922768
2016-09-28,0,0,0
2016-09-29,0,0,0
2016-09-30,0.075,0.11,0.0942726352079293
2016-10-01,0.032,0.05,0.0234458020050125
2016-10-02,0,0,0
2016-10-03,0.032,0.12,0.0316320998574869
2016-10-04,0.0025,0.02,0.00285714285714286
2016-10-05,0,0,0
2016-10-06,0,0,0
2016-10-07,0,0,0
2016-10-08,0.14,0.25,0.126721983571984
2016-10-09,0.437,0.15,0.30171712653781
2016-10-10,0,0,0
2016-10-11,0,0,0
2016-10-12,0,0,0
2016-10-13,0.002,0.01,0.00166666666666667
2016-10-14,0,0,0
2016-10-15,0,0,0
2016-10-16,0,0,0
2016-10-17,0,0,0
2016-10-18,0,0,0
2016-10-19,0,0,0
2016-10-20,0.002,0.01,0.00117647058823529
2016-10-21,0.311,1.17,0.291302077285542
2016-10-22,0.214,0.11,0.159817514986397
2016-10-23,0.00125,0,0
2016-10-24,0.061,0.08,0.0514194139194139
2016-10-25,0,0,0
2016-10-26,0,0,0
2016-10-27,0.873,0.64,0.565792617255586
2016-10-28,0.036,0.18,0.0255217893217893
2016-10-29,0.00125,0,0
2016-10-30,0.433,0.61,0.390341518861256
2016-10-31,0,0,0
2016-11-01,0,0,0
2016-11-02,0,0,0
2016-11-03,0.001,0.01,0.000833333333333333
2016-11-04,0,0,0
2016-11-05,0,0,0
2016-11-06,0.0075,0.04,0.00428571428571429
2016-11-07,0,0,0
2016-11-08,0,0,0
2016-11-09,0.006,0.01,0.00413333333333333
2016-11-10,0,0,0
2016-11-11,0,0,0
2016-11-12,0,0,0
2016-11-13,0,0,0
2016-11-14,0,0,0
2016-11-15,0.642,0.32,0.377621611819865
2016-11-16,0.00545454545454545,0.02,0.00612307692307692
2016-11-17,0,0,0
2016-11-18,0,0,0
2016-11-19,0.00125,0.01,0.000952380952380952
2016-11-20,0.405,0.43,0.305014183783094
2016-11-21,0,0,0
2016-11-22,0,0,0
2016-11-23,0,0,0
2016-11-24,0.034,0.04,0.0137179487179487
2016-11-25,0.007,0.02,0.00750980392156863
2016-11-26,0,0,0
2016-11-27,0.00125,0.01,0.000833333333333333
2016-11-28,0,0,0
2016-11-29,0.861818181818182,0.56,0.656536937227651
2016-11-30,0.238888888888889,0.28,0.317856283685803
2016-12-01,0.14,0.18,0.102021643299229
2016-12-02,0,0,0
2016-12-03,0,0,0
2016-12-04,0,0,0
2016-12-05,0.053,0.04,0.0227470519246835
2016-12-06,0.124444444444444,0.11,0.0597323020117138
2016-12-07,0.0766666666666667,0.05,0.0451624848793041
2016-12-08,0,0,0
2016-12-09,0,0,0
2016-12-10,0,0,0
2016-12-11,0.0144444444444444,0,0
2016-12-12,0.467777777777778,0.19,0.220050911886285
2016-12-13,0,0,0
2016-12-14,0,0,0
2016-12-15,0.002,0,0
2016-12-16,0,0,0
2016-12-17,0.537,0.19,0.0556779872810532
2016-12-18,0.078,0.25,0.0645654895786475
2016-12-19,0,0,0
2016-12-20,0,0,0
2016-12-21,0,0,0
2016-12-22,0,0,0
2016-12-23,0,0,0
2016-12-24,0.398,0.17,0.2520770581217
2016-12-25,0,0,0
2016-12-26,0.012,0.02,0.00609447415329768
2016-12-27,0.008,0.02,0.00740091178171673
2016-12-28,0,0,0
2016-12-29,0.449,0.18,0.273930917450396
2016-12-30,0.00111111111111111,0,0
2016-12-31,0.00625,0.02,0.009
2017-01-01,0.0188888888888889,0.05,0.0125829831932773
2017-01-02,0.028,0.05,0.0291106537922226
2017-01-03,0.518888888888889,0.26,0.336379483266427
2017-01-04,0.0155555555555556,0.03,0.00984848484848485
2017-01-05,0,0,0
2017-01-06,0.0288888888888889,0,0
2017-01-07,0.112222222222222,0,0
2017-01-08,0,0,0
2017-01-09,0,0,0
2017-01-10,0.00375,0.02,0.00675
2017-01-11,0.261,0.18,0.20884862364158
2017-01-12,0.185,0.16,0.133978886438639
2017-01-13,0,0,0
2017-01-14,0.018,0,0
2017-01-15,0,0,0
2017-01-16,0,0,0
2017-01-17,0.108,0.06,0.0629916370179528
2017-01-18,0.072,0.05,0.0572971475341498
2017-01-19,0,0,0
2017-01-20,0.01,0.02,0.00535889355742297
2017-01-21,0,0.01,0.0015
2017-01-22,0,0,0
2017-01-23,0.4,0.16,0.251111528822055
2017-01-24,0.517,0.2,0.323307333424267
2017-01-25,0.02,0.11,0.0130396825396825
2017-01-26,0.013,0.04,0.0130257936507937
2017-01-27,0,0,0
2017-01-28,0,0,0
2017-01-29,0,0,0
