"date1","Reported_PrecipSum","Hourly_RelHum_Mean","Hourly_SeaPressure_Mean","Hourly_StationPressure_Mean","Hourly_Visibility_Mean","Hourly_WindDir_Mean","HourlyWindGust_Mean","HourlyWindSpeed_Mean","Hourly_Temp_Mean","Temp_Mean","AvgWindSpeed_Mean","MaxTemp_Mean","MinTemp_Mean","PeakWindSpd_Mean","PeakWindDir_Mean","AvgRelHum_Mean","AvgPressure_Mean","Precip_Max_inState","RelHumidity_Max_inState","WindGust_Max_inState","Temp_Max_inState","Precip_Sum_Calc"
2018-02-23,0.168,89.7711111111111,30.5002252252252,30.2325279642058,6.57584444444444,99.2723004694836,0.265217391304348,4.98478260869565,35.5711111111111,35,5.26666666666667,38.3333333333333,31.3333333333333,16.8888888888889,128.888888888889,91,30.2544444444444,0.09,100,22,41,0.0970470574429385
2018-02-24,0.138,87.7334963325183,30.1613392857143,29.9035207823961,6.69535452322738,173.172043010753,0.644391408114558,4.67780429594272,42.3007334963325,45.3333333333333,5,54.2222222222222,35.8888888888889,19,262.222222222222,82,29.9333333333333,0.07,100,22,57,0.110147940294999
2018-02-25,0.666,90.1779141104294,30.0808035714286,29.8355214723926,6.48775051124744,136.802575107296,3.37675350701403,8.01202404809619,40.5869120654397,40.6666666666667,8.21111111111111,42.7777777777778,38.2222222222222,24.3333333333333,138.888888888889,91.5,29.8533333333333,0.16,100,34,45,0.428760273417554
2018-02-26,0,76.5514511873351,30.1127232142857,29.8336939313984,7.43841688654354,167.927170868347,0.172236503856041,3.61953727506427,41.5461741424802,41.6666666666667,4.36666666666667,50.5555555555556,32.1111111111111,18,282.222222222222,68.5,29.8677777777778,0,100,17,53,0
2018-02-27,0,52.0890410958904,30.2874439461883,30.0268794326241,9.99835616438356,214.719101123595,0.787375415282392,5.95348837209302,41.6027397260274,40.7777777777778,5.74444444444444,53.1111111111111,27.6666666666667,20.2222222222222,262.222222222222,51.5,30.14125,0,92,22,55,0
2018-02-28,0,61.127147766323,30.0143497757848,29.7904166666667,9.9880412371134,172.651515151515,1.71753246753247,6.49025974025974,44.7491408934708,44.5555555555556,6.54444444444444,55.2222222222222,33.1111111111111,19.7777777777778,188.888888888889,61,29.895,0,92,23,58,0
2018-03-01,0.064,66.5167785234899,29.7914414414414,29.5226510067114,9.75346801346801,77.1223021582734,1.44480519480519,5.00649350649351,49.0805369127517,47.2222222222222,5.13333333333333,59.1111111111111,34.7777777777778,25.6666666666667,68.8888888888889,68,29.5966666666667,0.11,96,28,63,0.0345833333333333
2018-03-02,1.265,86.3911980440098,29.3979910714286,29.1341586538462,5.93762019230769,167.623762376238,32.1032863849765,21.4154929577465,39.0769230769231,40.5555555555556,22.7444444444444,44.3333333333333,36.2222222222222,52.1111111111111,203.333333333333,84,29.1788888888889,0.28,97,56,47,0.768386376878877
2018-03-03,0.001,61.0664451827243,29.9285201793722,29.6451827242525,9.941926910299,273.965517241379,22.540192926045,16.1254019292605,41.0797342192691,42.1111111111111,16.6666666666667,47,36.7777777777778,40.7777777777778,273.333333333333,58.5,29.6777777777778,0.01,93,43,50,0.00117647058823529
2018-03-04,0.015,63.8731988472622,30.0566816143498,29.7933429394813,8.62512968299712,304.789156626506,12.9887955182073,12.3081232492997,37.9913544668588,38.1111111111111,13.3888888888889,43,32.4444444444444,32,237.777777777778,60,29.8388888888889,0,96,38,46,0
2018-03-05,0.003,70.0838323353293,30.0157589285714,29.7476047904192,8.81535928143713,284.05572755418,8.17151162790698,10.906976744186,35.9041916167665,37.1111111111111,11.2333333333333,42.6666666666667,31.1111111111111,29.2222222222222,127.777777777778,66.5,29.7922222222222,0.01,93,33,46,0.000588235294117647
2018-03-06,0.00222222222222222,63.8459016393443,30.0283486238532,29.7636893203883,9.99845161290323,140.142857142857,0.329153605015674,6.12852664576802,35.8819672131148,35.5555555555556,6.13333333333333,45.6666666666667,24.8888888888889,20,157.777777777778,62,29.8088888888889,0.02,96,20,47,0.00166666666666667
2018-03-07,0.568,88.801996672213,29.7554128440367,29.49073089701,3.41555743243243,132.949152542373,12.6437908496732,13.0588235294118,33.5524126455907,34.625,14.5625,37.25,31.375,40.125,230,89.5,29.55625,0.14,100,43,40,0.0421214032755615
2018-03-08,0.031,77.3532467532468,29.6417619047619,29.3452727272727,7.93077922077922,287.507163323782,5.97721518987342,8.65569620253165,35.1844155844156,36,8.97777777777778,40.1111111111111,31.5555555555556,29.4444444444444,344.444444444444,71,29.4255555555556,0.02,100,36,42,0.00447435897435897
2018-03-09,0,62.9059561128527,29.6978378378378,29.4081504702194,9.65213166144201,240.740740740741,4.76219512195122,7.47560975609756,33.8871473354232,34,8.11111111111111,40,27.7777777777778,26,267.777777777778,64.5,29.4655555555556,0,96,28,42,0
